venta_id,producto_id,cantidad,subtotal
450,380,2,150.18
450,101,7,2237.27
450,4,10,2010.6
451,572,10,3068.6
452,650,7,561.96
452,501,8,2396.4
452,925,5,1201.6
452,937,10,2493.7
452,466,1,325.36
453,771,9,889.38
454,47,1,320.84
454,179,7,2673.65
454,246,2,486.5
455,537,6,994.32
456,417,5,1550.95
456,821,8,1941.28
456,643,10,3371.3
456,722,2,116.56
457,97,3,56.82
457,270,7,183.61
458,820,6,1543.14
458,414,3,287.34
459,198,6,612.66
459,42,8,1236.4
459,368,7,288.47
459,818,1,294.5
460,277,1,199.6
460,386,9,2681.19
460,207,7,2753.73
461,804,9,1967.67
461,375,7,1498.21
461,72,5,1860.0
461,897,4,1112.6
462,961,6,2193.96
462,539,9,342.99
463,27,5,1055.3
463,53,3,542.28
463,532,2,333.36
463,535,8,1012.24
463,526,10,2006.4
464,491,3,519.0
464,525,8,2234.8
464,238,3,813.99
464,799,9,848.43
464,826,2,65.4
465,645,1,134.52
466,932,4,1026.2
466,166,5,152.65
466,825,1,193.04
466,555,4,616.6
467,111,1,320.29
467,680,10,2999.3
467,902,5,204.55
467,983,10,2770.3
468,662,6,344.94
468,3,3,784.32
468,130,5,497.95
468,21,10,984.5
468,402,1,322.66
469,583,5,163.95
469,666,5,1691.4
469,910,4,804.52
469,335,9,3416.22
469,82,10,512.0
470,697,4,315.92
470,743,4,916.0
471,288,9,2025.36
471,169,5,651.9
471,380,6,1784.58
471,987,3,1115.25
472,637,4,1056.76
472,195,1,271.65
473,470,7,2445.66
474,475,3,86.58
474,973,2,324.92
475,955,2,762.38
475,201,3,627.3
475,405,2,236.44
475,543,10,2040.9
475,111,5,168.35
476,394,1,48.99
477,885,9,1627.38
478,629,8,2206.4
478,581,9,3490.83
479,906,4,1088.16
479,490,3,433.83
479,301,10,1090.3
480,430,4,750.16
480,565,4,1190.6
480,586,6,1248.54
480,73,3,78.54
480,357,1,386.74
481,364,9,684.54
481,445,8,614.56
481,546,8,3035.6
481,172,5,1391.65
482,345,8,2589.92
482,689,10,1976.1
482,178,10,477.7
483,151,10,3141.5
483,796,9,2379.6
483,450,10,2893.8
483,111,3,184.71
483,79,8,2145.52
484,476,7,2121.0
484,394,5,199.2
485,754,8,3115.04
486,590,4,1160.76
486,531,3,385.62
486,988,6,2034.42
487,392,7,2681.28
487,293,4,1475.76
487,610,10,2986.2
487,521,8,3185.52
488,610,7,521.5
488,228,7,2632.77
488,710,3,762.93
489,703,1,29.91
489,438,3,1179.78
489,778,10,3964.3
490,707,3,869.91
490,547,3,1021.14
490,540,10,1833.9
490,252,8,2900.48
491,47,8,1712.48
491,481,9,3496.77
491,877,1,111.88
491,795,10,3140.8
492,695,8,358.48
492,24,2,593.7
492,922,1,248.76
492,209,5,1246.45
493,881,10,3917.8
494,258,8,1052.88
494,499,10,624.7
495,180,5,296.15
495,372,6,1904.7
496,310,4,1472.12
496,855,2,684.64
496,208,10,3847.4
496,126,3,1048.59
497,363,5,61.85
497,118,10,2139.2
497,446,2,179.44
497,51,3,578.79
497,927,9,773.91
498,159,10,683.4
499,486,5,1586.1
499,4,6,1511.22
500,369,6,2338.38
500,105,8,949.44
500,329,4,892.48
501,393,8,2452.32
501,323,3,492.93
501,138,1,215.25
501,505,10,1782.5
501,777,3,766.02
502,951,2,94.26
503,922,5,774.45
503,394,10,3909.3
503,554,10,2086.6
503,467,9,2181.42
503,709,6,1546.2
504,81,1,268.97
505,233,8,1660.4
505,495,6,1718.88
505,398,9,3120.84
505,318,5,922.25
505,277,6,884.1
506,851,6,1618.74
506,245,2,370.7
506,347,4,269.0
506,211,10,3203.9
506,104,2,343.46
507,145,5,1777.3
507,899,9,2574.99
507,587,4,1564.48
507,314,9,1192.59
507,337,4,627.92
508,568,3,1036.62
508,403,5,1371.9
509,979,9,745.38
509,781,9,1513.89
510,823,9,2076.75
510,741,10,3474.9
510,15,3,672.27
510,784,7,752.15
511,655,4,557.68
512,766,2,681.36
512,183,7,138.6
513,683,9,3384.54
513,790,10,2416.5
513,590,6,441.0
513,206,4,299.12
513,211,2,229.74
514,397,1,163.13
514,556,8,1170.24
515,480,9,279.45
515,483,3,140.31
516,103,4,723.96
516,440,4,563.12
516,990,9,2146.59
516,407,3,491.01
516,259,1,34.45
517,177,6,1359.54
517,530,4,127.72
517,179,7,2310.07
517,780,3,799.53
517,326,4,412.36
518,943,8,1164.24
519,571,7,2337.93
519,951,8,1840.24
519,742,9,3306.15
519,144,7,411.53
520,41,8,2765.6
520,200,9,569.79
521,866,8,2433.52
521,784,10,2082.8
522,271,4,692.84
522,441,10,2628.3
522,148,3,1082.55
522,195,8,1498.0
522,450,2,135.7
523,767,6,1997.88
523,381,4,215.88
523,278,8,611.12
523,395,5,839.5
524,602,2,173.64
524,219,6,1297.98
524,655,3,241.8
524,607,5,214.6
524,99,1,329.17
525,390,10,390.6
525,492,8,2617.12
525,821,2,119.84
525,581,6,2023.68
525,758,8,3106.48
526,498,2,394.34
526,986,3,357.42
526,22,3,71.49
526,261,3,750.6
527,861,7,1967.28
527,826,2,761.8
527,645,1,170.89
527,384,7,1028.51
528,490,2,613.22
528,622,5,101.35
528,907,1,247.55
528,183,8,475.6
529,851,2,339.38
529,192,5,961.75
529,554,9,3333.15
530,154,9,2932.02
530,488,8,2037.44
531,340,5,897.1
531,167,4,903.0
531,719,3,1016.94
532,168,3,607.17
532,306,5,117.8
532,778,5,1189.85
533,876,2,499.9
533,335,6,1408.8
533,809,9,2606.67
533,173,8,1821.12
533,541,9,3070.17
534,521,5,1407.7
534,638,6,1600.86
534,194,8,2555.68
534,788,1,106.34
535,932,4,96.92
535,973,5,1291.35
535,534,4,757.56
536,242,2,454.28
536,766,2,451.28
536,533,5,1193.65
536,283,7,1480.01
536,286,6,1781.52
537,635,3,1060.98
537,665,9,1869.57
537,1,1,215.63
537,111,5,1804.0
537,80,8,305.2
538,40,3,1107.15
538,304,4,1299.68
539,400,10,1023.5
539,964,9,1947.15
539,984,9,2314.17
539,111,1,62.1
540,246,3,542.76
540,694,8,1314.96
540,682,6,2140.74
540,545,3,757.38
541,173,10,1802.5
542,993,3,365.4
542,959,5,1087.65
542,181,6,720.78
543,80,1,133.07
543,500,8,3154.88
543,70,9,286.29
543,783,7,841.89
543,419,7,2115.89
544,96,7,211.68
544,586,6,2192.58
545,440,5,882.6
545,508,4,909.48
545,106,3,157.65
545,534,7,2321.06
546,318,5,1821.9
546,796,6,556.38
546,631,10,2336.9
546,338,9,305.64
546,324,4,1056.52
547,837,9,1729.98
547,140,7,520.66
547,537,6,188.46
547,159,3,261.42
548,99,2,681.94
548,79,7,1414.77
549,931,7,2769.06
549,231,10,701.4
550,594,6,2334.78
550,657,7,773.85
551,190,6,1948.44
551,674,9,2538.9
552,16,1,248.86
553,185,2,187.14
553,668,2,64.08
553,967,4,1302.32
553,584,1,47.81
554,397,8,825.76
554,866,4,64.28
554,452,10,143.4
555,713,8,1775.36
555,532,2,675.1
555,209,9,2639.61
556,803,9,614.07
556,490,5,1799.25
556,725,4,921.2
557,282,3,297.51
557,854,8,2405.52
558,943,10,1311.8
558,681,10,1918.7
558,198,8,1844.32
558,906,3,769.29
559,315,4,939.4
559,292,2,37.06
559,236,8,2245.76
559,436,3,687.3
559,230,7,1318.87
560,130,2,78.5
561,942,6,2040.9
562,837,5,672.5
563,730,8,143.2
563,247,3,712.35
564,645,10,1529.3
564,129,6,1170.54
564,623,1,387.82
565,722,10,3407.4
566,111,1,195.65
566,797,4,1000.24
566,686,6,1710.6
566,521,6,1637.1
567,685,5,436.75
567,336,5,951.1
567,619,4,230.92
568,581,1,160.41
568,824,5,866.8
568,175,9,3170.16
568,798,3,436.41
568,208,10,402.0
569,280,2,567.22
569,887,8,723.28
569,267,9,2058.3
569,542,7,2256.1
570,648,3,304.23
571,464,3,211.35
571,800,1,97.35
571,919,2,257.46
572,524,6,1759.14
572,267,6,873.36
572,272,5,868.05
572,174,9,387.27
572,330,1,290.8
573,768,6,1452.9
573,425,9,2475.54
573,469,1,257.76
574,440,5,522.85
574,519,2,770.94
574,579,7,626.99
574,660,3,1146.3
575,595,9,835.65
575,33,5,888.1
575,945,5,1115.15
576,911,7,1860.25
576,125,1,243.0
576,230,3,1148.31
576,143,7,1718.57
577,575,3,544.32
578,706,3,472.65
578,746,4,1229.44
578,626,10,2153.2
578,858,5,1072.95
578,142,7,579.74
579,361,8,1977.84
579,745,6,881.76
579,109,10,1664.5
579,108,5,1860.95
579,996,3,1008.99
580,809,3,650.13
580,484,6,1900.26
580,905,6,2125.98
580,166,3,905.49
580,668,10,3304.6
581,89,7,1620.5
581,813,1,197.81
581,167,6,1833.06
582,429,3,814.38
582,333,9,2837.79
582,381,10,1031.2
582,51,3,1074.36
583,259,10,1713.7
583,794,10,112.6
583,841,8,1594.32
583,214,8,1746.8
584,605,5,1579.45
584,312,1,263.35
584,10,2,630.58
585,78,4,1290.16
585,423,1,258.84
585,278,7,1025.99
585,391,4,1328.2
585,790,1,178.41
586,700,8,1827.68
586,723,4,178.88
586,893,10,3942.1
586,190,7,1647.38
586,972,6,2306.64
587,997,2,151.82
587,359,10,2876.2
587,390,8,2753.2
588,786,1,213.15
589,435,1,252.27
590,647,4,323.32
590,828,6,1919.88
590,379,7,511.7
590,638,3,1122.81
590,662,4,771.56
591,484,5,467.7
592,472,9,1300.23
593,228,9,3366.0
593,327,2,686.22
593,211,5,1164.5
594,170,8,2885.6
594,204,5,509.0
594,550,5,125.25
594,395,1,332.34
594,686,2,48.06
595,687,10,2298.4
596,348,1,210.42
597,200,10,2309.4
597,893,9,793.35
597,789,2,695.22
598,1,2,551.56
598,488,1,199.36
598,831,4,1582.4
599,165,3,786.09
599,115,2,564.16
599,669,4,1198.68
600,824,4,58.36
600,579,3,911.55
600,179,5,890.65
601,221,2,186.86
601,428,10,278.6
601,465,6,1138.38
601,497,10,722.5
601,77,5,1083.6
602,716,8,2509.36
603,603,10,1724.8
603,987,8,1602.96
603,914,9,1354.14
604,598,10,1298.5
605,117,2,440.38
606,27,7,1057.21
607,165,6,1277.76
607,276,9,3139.92
607,25,7,2562.14
607,652,1,49.17
607,610,10,2085.7
608,802,10,2194.1
608,931,7,1182.37
609,773,4,80.48
609,562,5,1535.4
610,22,10,518.7
610,809,1,268.11
611,387,3,372.18
611,876,2,445.26
611,448,2,534.34
611,797,1,286.63
611,655,10,2787.4
612,255,8,1509.2
612,879,1,224.16
612,390,10,3265.0
613,819,9,1481.49
613,1,4,1515.48
613,652,6,480.48
613,825,6,1328.04
614,621,10,1013.6
614,937,1,39.63
614,165,1,227.12
615,619,3,565.86
616,929,4,203.92
616,61,7,666.19
616,801,1,138.42
617,548,3,700.89
617,287,7,2500.33
617,488,8,370.48
617,33,1,121.16
617,721,4,1567.24
618,191,4,496.48
618,441,3,116.04
619,637,3,476.97
620,62,6,1823.64
620,689,8,2855.44
620,540,9,138.06
620,750,4,1417.44
620,994,9,3409.29
621,592,9,3274.11
621,941,3,295.86
621,67,9,2798.01
622,48,7,298.55
623,379,10,3810.4
623,187,3,265.32
623,567,3,1028.73
623,218,4,1583.88
623,539,3,494.64
624,816,8,2265.28
624,110,10,1767.9
625,253,3,817.65
625,628,7,1695.61
625,767,4,957.64
625,258,4,999.24
626,714,8,2351.52
626,212,7,1582.35
626,510,6,2269.14
627,338,2,630.76
628,185,2,712.04
628,161,1,15.17
628,140,10,2388.8
628,199,2,567.46
629,756,1,86.16
630,436,3,821.25
631,448,8,410.24
631,24,9,3550.41
631,751,6,847.08
631,833,3,92.67
632,124,1,169.31
632,128,1,187.41
632,787,5,1335.4
633,949,2,548.38
633,391,5,782.3
633,960,1,99.42
634,215,10,1242.9
634,603,9,2330.55
634,816,4,1029.56
634,917,5,82.3
634,674,2,454.22
635,691,4,151.72
635,963,1,291.8
635,932,4,1358.68
635,964,5,773.35
636,714,4,800.24
636,528,6,445.38
636,430,10,3064.8
636,331,8,1583.84
636,847,4,630.0
637,451,10,3004.2
637,229,4,1144.68
638,342,9,1600.02
639,901,6,961.2
640,637,2,573.38
641,562,7,103.18
642,540,8,2623.28
642,666,6,1613.46
642,624,2,193.92
642,839,8,1071.12
642,405,8,728.72
643,757,8,2676.0
643,545,8,1917.12
644,387,8,1249.76
644,498,6,1248.72
644,62,9,200.16
645,892,10,1756.0
645,25,4,681.04
645,75,7,2623.67
646,730,5,1873.4
646,977,2,377.9
646,355,6,1962.6
646,267,8,696.0
646,597,4,1319.84
647,464,2,711.74
647,213,7,1328.6
647,898,1,151.63
647,927,7,667.38
647,514,5,297.8
648,840,6,1348.8
648,137,10,1970.2
649,686,2,345.62
649,166,4,1037.84
650,419,7,1806.0
650,483,9,2625.03
651,95,9,1318.41
651,67,9,1251.54
651,762,5,114.9
651,169,9,695.25
651,62,3,160.17
652,575,5,528.95
652,908,2,228.66
652,181,2,438.7
652,297,4,660.68
652,735,8,2367.28
653,517,7,1540.98
653,677,7,168.14
653,436,3,455.64
653,531,5,1538.05
654,647,10,2219.4
655,311,1,275.63
655,520,1,137.99
655,907,9,3013.38
656,374,6,1351.92
657,569,4,1347.96
657,725,8,1217.76
657,675,4,693.44
657,591,1,233.92
658,66,10,2690.9
658,817,8,1084.72
659,889,4,1432.64
659,658,3,290.4
660,903,8,2412.32
660,46,3,423.84
660,243,6,1143.12
661,261,9,927.99
661,41,8,2542.08
661,394,8,601.12
662,461,9,1109.43
662,361,1,156.32
662,61,8,1160.4
662,608,3,223.83
662,790,6,1673.22
663,237,2,555.34
663,352,8,2522.4
663,52,6,1603.5
663,985,8,671.84
663,885,3,469.56
664,756,2,112.32
664,243,4,303.72
664,32,7,1318.8
665,195,9,569.16
665,792,5,688.4
666,104,9,804.6
667,215,2,67.68
667,482,2,282.92
668,272,4,994.28
668,984,1,182.97
668,191,6,1499.04
668,949,2,127.18
668,285,7,1645.21
669,946,10,756.5
669,68,4,1155.84
669,771,1,381.58
670,454,2,606.06
670,486,8,1946.0
670,110,6,1068.48
671,738,2,516.9
671,369,4,1442.0
671,907,1,33.09
672,330,9,1669.68
672,699,9,1047.42
672,839,10,1792.0
672,884,5,387.9
673,935,7,702.8
673,303,7,1866.83
673,958,10,122.1
673,798,2,387.54
673,416,5,1573.35
674,11,6,984.6
675,13,7,698.04
675,127,10,2345.6
675,781,9,2391.84
675,661,6,1358.88
675,291,10,919.8
676,189,2,605.3
676,966,8,3048.56
676,111,1,154.24
676,350,9,1772.91
677,724,2,488.58
677,500,6,875.22
678,778,6,1440.72
678,538,5,1689.9
678,201,4,1197.2
679,716,9,1595.25
679,138,10,3841.5
679,484,8,1973.2
680,659,10,1082.8
680,405,4,1532.96
680,210,10,1311.3
680,168,4,798.36
681,909,1,188.94
681,519,6,1608.54
682,313,8,1337.52
682,783,7,441.0
683,581,8,976.8
684,228,8,1967.44
684,684,1,192.24
685,851,2,602.04
685,361,10,2878.4
685,659,6,1939.74
685,430,4,950.04
686,157,9,1031.67
686,317,9,2105.82
686,38,4,1009.56
686,880,2,402.26
687,89,7,1944.46
688,245,4,1188.92
688,154,8,2837.92
688,292,3,1154.67
688,244,10,3884.0
689,495,10,2173.6
689,301,2,497.68
689,132,8,1563.2
689,676,2,277.18
690,870,9,3187.35
690,998,1,25.46
690,611,1,130.31
691,421,5,755.45
691,466,10,2391.6
691,740,6,375.9
691,508,8,2681.44
692,179,1,143.26
692,371,8,2928.32
693,109,2,121.6
693,768,9,972.72
693,54,3,1040.19
694,927,5,76.2
695,953,7,2270.94
695,90,4,211.44
695,684,10,1333.5
695,219,10,3712.4
695,344,2,707.26
696,209,2,646.14
696,794,5,450.3
697,342,8,820.48
697,987,5,1753.15
697,358,3,179.82
697,908,7,2717.61
698,829,1,145.46
698,305,3,183.15
698,607,10,844.7
698,74,10,533.6
699,325,9,3008.25
700,724,3,95.1
700,597,3,513.3
700,410,2,124.82
700,210,6,2381.16
700,625,5,148.1
701,836,4,421.52
701,331,2,485.56
701,314,8,1283.12
701,719,1,188.53
702,445,2,20.32
702,626,8,1627.44
702,547,8,2211.92
703,229,9,2746.53
704,751,9,1566.9
704,903,2,733.34
705,604,3,1056.12
705,866,1,10.38
705,349,10,1270.9
705,731,2,526.12
706,971,3,607.89
707,303,8,2842.96
707,672,2,581.8
707,107,3,992.01
707,730,2,436.5
707,736,6,268.26
708,339,10,696.0
708,342,3,975.69
709,773,9,3536.1
710,809,7,95.9
710,758,6,1818.9
710,34,6,2329.5
711,945,9,427.77
711,659,5,1020.2
712,665,9,1240.11
712,975,2,563.1
712,494,1,362.61
713,784,8,832.24
713,897,6,2249.34
713,716,9,812.61
714,514,4,1310.0
714,783,8,2685.68
715,631,8,2638.24
716,671,9,3426.84
716,953,4,48.16
716,182,7,2048.27
717,735,9,3282.75
717,568,6,1162.26
717,455,3,300.75
717,557,7,2436.07
717,571,3,893.07
718,527,2,524.42
718,147,1,18.31
718,742,1,136.18
719,849,2,251.12
719,142,4,179.44
720,930,3,502.08
720,353,10,3511.1
721,464,8,2754.08
722,529,3,1077.03
723,605,8,2536.72
723,721,9,1077.93
723,1,1,198.32
724,714,5,1875.35
724,811,9,3159.54
724,457,5,1663.25
724,716,3,596.82
725,558,5,1614.55
725,853,10,3664.4
725,438,9,1763.46
725,552,1,359.84
725,59,5,983.4
726,818,8,2128.32
726,701,3,940.77
726,902,1,187.82
726,262,4,371.24
726,455,1,187.58
727,645,3,840.96
728,256,3,192.0
728,29,8,2411.36
728,240,7,1968.75
728,769,1,252.08
728,87,7,1631.56
729,903,7,692.51
730,921,4,560.8
730,691,10,1286.5
730,304,2,440.2
730,705,5,791.25
731,670,1,64.77
731,583,6,542.4
731,456,7,1943.69
731,242,8,1300.72
731,647,8,890.8
732,159,1,333.77
732,401,4,1570.4
732,352,5,951.5
732,174,2,495.96
732,942,9,178.92
733,742,2,440.54
733,520,5,1274.4
733,573,2,539.78
733,347,4,40.16
734,415,3,793.32
734,366,4,1410.68
734,670,1,50.05
735,930,9,1824.12
735,514,5,441.8
736,61,2,257.66
736,506,9,862.56
736,833,7,1124.76
736,879,2,223.54
736,959,10,2058.2
737,989,8,903.84
737,952,4,811.84
737,711,3,1157.4
738,16,2,360.86
738,652,5,1993.7
738,504,1,317.58
738,366,1,79.43
739,498,10,3765.5
740,279,8,2910.56
741,906,3,827.88
741,571,10,1017.5
741,525,1,245.88
742,608,2,39.86
742,435,1,80.28
742,1,4,195.72
742,938,1,215.77
743,406,8,3124.88
743,927,5,1855.0
743,792,5,215.05
744,624,9,937.8
744,400,5,1851.6
744,818,5,1726.65
744,586,5,1189.4
744,239,8,1779.44
745,747,1,111.07
745,74,3,834.39
745,289,3,914.73
745,813,9,737.91
745,705,6,624.06
746,17,5,534.5
746,961,5,1616.15
746,686,6,2143.26
747,479,4,555.32
747,721,3,1183.74
747,690,1,177.49
747,179,8,135.36
747,582,10,2161.4
748,682,9,488.88
748,754,2,748.96
748,809,2,352.94
748,961,10,695.9
748,952,7,191.45
749,290,6,322.32
749,802,10,3478.5
749,147,3,448.47
749,447,9,503.19
750,397,1,128.89
750,717,7,571.69
750,154,5,1371.75
750,422,4,888.2
750,682,9,267.03
751,321,5,1741.45
751,860,3,1123.71
752,852,3,1008.84
752,699,9,3486.78
752,464,8,572.56
752,86,6,1428.0
752,48,3,939.81
753,505,9,1284.48
753,903,3,401.76
753,992,8,625.68
754,164,5,1300.55
754,352,2,251.36
754,21,9,495.54
754,423,4,819.4
754,551,5,1636.3
755,293,7,218.89
755,355,9,2692.53
755,484,6,1969.8
755,925,8,1329.6
755,685,7,995.33
756,479,2,519.86
756,899,1,117.4
757,351,2,665.98
757,817,4,800.44
757,124,1,133.36
757,788,10,1933.0
758,637,3,251.19
758,348,5,1467.95
758,779,4,1102.88
759,617,6,218.22
759,978,5,178.9
759,298,5,1180.15
759,757,7,1804.46
760,628,6,1048.92
760,550,1,272.29
760,672,5,1578.4
760,626,10,1583.4
760,25,2,667.4
761,933,7,1660.54
761,291,2,431.42
761,785,2,318.34
762,256,6,357.78
762,138,3,56.58
762,949,6,2361.18
762,217,3,850.92
762,868,1,294.84
763,892,9,442.35
763,905,4,984.48
763,383,5,307.15
764,780,6,1283.1
764,505,1,375.07
765,504,5,1760.6
765,660,2,107.36
765,233,4,621.36
765,267,3,1066.5
765,330,3,712.05
766,575,3,1022.04
766,991,3,156.03
766,724,4,1453.56
766,325,9,3342.33
767,562,4,1501.76
768,593,5,744.6
768,784,5,204.35
768,378,5,1048.25
769,972,1,296.59
769,878,6,2097.9
769,535,6,819.84
769,834,10,362.7
770,568,10,1809.3
770,961,5,665.95
771,513,7,1488.34
771,294,1,264.41
771,711,3,1080.09
771,454,9,1447.29
771,396,7,948.57
772,810,5,1416.65
772,208,8,1824.88
772,1000,1,262.8
772,310,8,89.12
773,440,1,222.4
773,94,6,1261.2
773,823,6,1712.64
773,656,8,1989.04
774,796,1,296.61
775,827,2,56.3
776,637,6,1828.32
776,863,2,588.58
776,391,7,1805.79
776,952,6,1117.08
776,623,7,2467.99
777,741,2,54.46
778,788,4,922.12
778,969,5,1241.3
778,574,10,3586.2
778,641,1,317.38
778,83,8,736.4
779,463,5,1761.65
780,356,5,1893.15
780,378,5,1961.8
780,205,1,99.54
780,89,6,1346.64
781,957,9,1364.58
781,745,3,797.19
781,721,6,1507.38
781,125,5,502.55
782,800,6,802.74
782,382,8,977.28
782,928,2,155.82
783,392,2,608.34
783,694,6,1741.62
783,712,4,1009.16
783,849,2,359.3
784,915,8,1845.92
785,464,3,1089.0
785,474,3,662.67
785,293,7,1481.83
785,908,7,2177.49
785,948,10,1836.7
786,120,4,170.4
786,257,5,1528.85
786,750,9,552.06
786,54,10,1385.6
786,492,2,121.22
787,841,7,607.11
787,227,5,900.5
787,809,1,26.43
787,481,7,1586.83
787,931,1,32.22
788,353,5,843.65
788,347,7,2471.7
789,531,4,1421.04
789,742,5,1151.7
790,94,2,311.86
790,3,4,1433.88
790,446,6,635.4
790,442,4,222.28
791,237,1,90.39
791,603,10,1912.8
792,150,3,960.9
792,59,3,170.22
792,357,5,234.4
793,367,9,548.19
794,327,6,700.02
794,596,5,1351.55
795,210,4,1249.76
795,478,10,2494.6
795,299,4,280.0
795,715,5,1122.55
795,457,2,259.04
796,637,8,2907.44
796,297,8,2847.12
796,630,4,592.28
797,493,8,539.52
797,163,8,2363.76
798,441,6,1036.5
798,957,10,1166.2
798,415,1,248.23
799,560,5,565.3
800,764,8,2549.92
800,440,6,1170.18
800,209,1,271.55
800,675,2,432.0
801,611,2,147.82
801,32,1,305.13
801,261,5,1772.65
801,487,8,2663.44
801,762,1,117.0
802,439,10,3196.8
802,349,3,573.45
803,523,1,226.9
803,882,5,1748.05
804,1,8,256.32
805,263,8,2204.88
805,835,10,523.1
805,160,10,1603.5
805,735,2,211.32
805,982,5,682.8
806,673,8,422.24
806,23,4,530.64
806,781,10,342.2
806,285,2,570.76
806,476,8,1776.24
807,649,6,1016.7
807,928,3,423.15
807,891,7,2784.39
808,911,9,427.59
808,901,7,1364.79
808,820,6,1895.58
808,410,1,317.0
808,449,5,1574.75
809,840,6,1108.8
809,231,4,792.88
809,25,8,2188.88
810,660,3,544.53
811,820,2,217.44
812,738,7,648.13
812,557,5,1637.25
812,773,6,620.4
812,310,6,1996.92
813,149,5,821.05
814,236,5,1103.5
814,878,9,1778.94
814,407,1,25.91
814,47,5,1979.35
815,526,9,1570.77
815,676,5,724.75
815,437,5,413.15
815,503,4,300.48
815,224,5,620.25
816,667,7,743.33
816,432,2,706.22
817,62,4,758.6
817,879,10,1265.2
817,584,8,171.36
817,653,6,2124.9
817,987,7,1429.4
818,31,7,2353.33
818,850,4,1312.44
818,138,5,880.5
819,414,10,1360.2
819,519,3,844.26
819,483,6,60.66
820,508,4,1481.72
820,673,7,2733.64
820,379,3,352.23
820,469,10,3505.5
820,663,7,149.45
821,103,4,762.32
821,198,10,3278.3
821,233,9,3208.95
822,254,10,3492.7
822,487,3,107.46
822,509,5,1907.1
822,814,5,211.1
822,549,10,730.9
823,402,10,2700.0
823,120,6,612.9
824,478,8,1980.8
824,341,1,350.78
824,539,4,1158.48
824,658,9,2885.85
824,545,7,2586.85
825,612,6,861.96
825,800,1,60.9
825,466,5,997.25
825,344,5,1099.7
826,949,8,2978.64
827,302,7,2014.46
828,519,7,2630.25
829,504,10,1494.7
829,851,7,559.93
829,475,8,146.48
829,346,9,2788.92
830,647,5,1564.9
830,571,3,666.18
830,375,5,409.5
831,444,8,2511.2
831,593,3,502.23
832,544,6,2099.52
832,268,4,638.36
833,916,9,453.78
834,19,5,1945.95
835,41,8,974.24
835,440,6,1322.16
835,721,8,2864.64
835,686,3,878.76
836,328,9,2547.45
836,932,9,956.7
836,351,1,171.7
837,328,9,751.86
837,892,3,521.82
837,10,2,296.46
838,952,10,2966.6
838,396,5,1432.7
839,356,5,1312.1
839,102,2,404.96
839,137,4,367.8
839,2,9,3546.0
839,612,5,1380.15
840,44,2,23.1
840,837,9,1280.34
841,450,1,383.9
842,898,6,1756.92
843,729,6,611.94
843,146,3,647.94
843,81,3,212.97
843,275,8,913.6
844,722,10,2450.9
845,534,4,1256.44
845,633,7,763.49
845,91,9,1386.0
845,65,4,509.0
846,193,3,869.61
846,418,1,385.23
846,735,8,1407.52
846,725,4,132.6
847,899,6,881.46
847,992,1,76.83
847,358,5,138.5
847,863,10,1895.4
848,716,9,306.99
848,629,8,426.32
849,546,8,1137.04
849,399,6,1016.52
849,476,4,1546.44
849,186,5,1264.55
849,585,4,344.48
850,251,4,302.36
850,124,5,1615.7
851,727,6,1974.42
851,786,4,1307.36
851,741,1,184.34
851,543,5,880.55
851,818,3,496.2
852,124,9,340.29
852,728,8,1808.16
852,186,1,250.0
852,195,8,748.88
853,766,2,356.52
853,599,10,2631.4
853,234,6,1300.5
854,416,1,117.14
854,942,7,995.26
854,708,10,477.0
855,198,10,1276.1
855,324,5,1906.5
855,950,4,556.04
855,992,3,449.37
855,209,4,156.52
856,46,10,2654.6
856,259,2,47.3
856,694,5,482.2
857,659,10,3824.9
857,945,10,3883.0
857,201,9,845.73
857,556,10,790.0
858,3,10,2527.1
858,296,5,1498.5
858,591,3,682.98
858,979,4,488.24
858,856,7,1526.35
859,493,5,1036.2
859,780,4,1513.96
860,117,2,213.3
860,130,9,2217.42
860,29,10,3764.9
861,495,9,2120.49
861,768,5,777.4
861,907,5,1368.1
861,823,1,143.07
862,163,1,147.66
862,784,4,638.68
862,154,6,87.3
862,714,7,334.53
863,618,1,163.42
863,591,1,269.36
864,927,7,869.12
864,501,6,486.06
864,338,5,944.9
864,79,8,2983.52
864,980,10,1537.0
865,683,5,1982.15
866,308,4,367.72
866,704,7,2117.71
866,375,3,1011.6
866,507,6,209.46
867,891,10,1071.4
867,930,2,164.24
867,896,1,368.0
867,706,4,1405.72
867,725,10,1080.1
868,920,2,58.42
868,551,5,62.0
869,540,10,2185.0
870,378,7,2120.16
871,296,8,2749.04
871,839,2,211.82
872,569,5,992.85
872,966,1,315.97
872,335,4,771.76
872,123,8,1814.8
872,628,3,630.51
873,306,4,347.04
874,418,7,2075.01
874,2,3,46.41
874,731,7,1957.06
874,239,8,609.68
875,583,1,187.28
875,683,1,277.96
876,677,2,66.82
877,180,9,400.14
877,842,9,2881.26
878,373,9,1450.35
878,529,7,1634.71
878,259,5,322.8
878,22,10,600.7
878,619,3,850.62
879,289,7,505.33
879,313,8,972.72
880,537,7,1174.11
880,833,8,2009.68
881,725,2,545.22
881,222,9,171.0
881,777,8,1184.48
882,257,10,1144.9
883,910,2,682.8
883,127,9,287.91
883,388,10,1911.8
883,700,6,2021.22
883,23,9,1035.54
884,375,6,1044.42
884,866,2,26.68
884,627,4,855.16
885,222,6,300.3
